track_uri,track_name,artist_name,artist_info,artist_uri,artist_popularity,artist_genre,album,track_pop,year_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
3nlHlYHEvLxkwCiiqbjCKI,Science Student,Olamide,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4ovtyvs7j1jSmwhkBGHqSr'}, 'followers': {'href': None, 'total': 695164}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/4ovtyvs7j1jSmwhkBGHqSr', 'id': '4ovtyvs7j1jSmwhkBGHqSr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb00660a179434dc089a185ce6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517400660a179434dc089a185ce6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17800660a179434dc089a185ce6', 'width': 160}], 'name': 'Olamide', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:4ovtyvs7j1jSmwhkBGHqSr'}",4ovtyvs7j1jSmwhkBGHqSr,67,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",Science Student,38,2018-01-11,0.789,0.864,2.0,-2.848,1.0,0.344,0.562,0.0,0.0759,0.814,124.166,audio_features,3nlHlYHEvLxkwCiiqbjCKI,spotify:track:3nlHlYHEvLxkwCiiqbjCKI,https://api.spotify.com/v1/tracks/3nlHlYHEvLxkwCiiqbjCKI,https://api.spotify.com/v1/audio-analysis/3nlHlYHEvLxkwCiiqbjCKI,203363.0,4.0,afrobeats
5AwcAOS0q2jfbyJArJzPJZ,KPA,Dremo,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/47fErV0VDIx6PmuhtWGTYu'}, 'followers': {'href': None, 'total': 66137}, 'genres': ['afropop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/47fErV0VDIx6PmuhtWGTYu', 'id': '47fErV0VDIx6PmuhtWGTYu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb976817138abbe9cadb48304f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174976817138abbe9cadb48304f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178976817138abbe9cadb48304f', 'width': 160}], 'name': 'Dremo', 'popularity': 43, 'type': 'artist', 'uri': 'spotify:artist:47fErV0VDIx6PmuhtWGTYu'}",47fErV0VDIx6PmuhtWGTYu,43,"['afropop', 'nigerian pop']","Codename, Vol. 1",32,2018-07-20,0.822,0.646,4.0,-6.724,1.0,0.0437,0.26,1.92e-06,0.288,0.93,105.005,audio_features,5AwcAOS0q2jfbyJArJzPJZ,spotify:track:5AwcAOS0q2jfbyJArJzPJZ,https://api.spotify.com/v1/tracks/5AwcAOS0q2jfbyJArJzPJZ,https://api.spotify.com/v1/audio-analysis/5AwcAOS0q2jfbyJArJzPJZ,270446.0,4.0,afrobeats
2BcF1AhFhZPZ45gIg5O5Nw,Woara,Kwesi Arthur,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/52iM1kP5BpnLypZ0VtrpyY'}, 'followers': {'href': None, 'total': 158917}, 'genres': ['ghanaian hip hop', 'ghanaian pop'], 'href': 'https://api.spotify.com/v1/artists/52iM1kP5BpnLypZ0VtrpyY', 'id': '52iM1kP5BpnLypZ0VtrpyY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2f9e4529b57d9906d198dbd3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742f9e4529b57d9906d198dbd3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782f9e4529b57d9906d198dbd3', 'width': 160}], 'name': 'Kwesi Arthur', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:52iM1kP5BpnLypZ0VtrpyY'}",52iM1kP5BpnLypZ0VtrpyY,56,"['ghanaian hip hop', 'ghanaian pop']",Woara,29,2018-06-26,0.749,0.763,9.0,-6.044,1.0,0.0468,0.379,0.000911,0.101,0.713,100.029,audio_features,2BcF1AhFhZPZ45gIg5O5Nw,spotify:track:2BcF1AhFhZPZ45gIg5O5Nw,https://api.spotify.com/v1/tracks/2BcF1AhFhZPZ45gIg5O5Nw,https://api.spotify.com/v1/audio-analysis/2BcF1AhFhZPZ45gIg5O5Nw,232829.0,4.0,afrobeats
4XjX2pKGZw8CQ2mWakSK1Q,Overload,Mr Eazi,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4TAoP0f9OuWZUesao43xUW'}, 'followers': {'href': None, 'total': 686914}, 'genres': ['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall'], 'href': 'https://api.spotify.com/v1/artists/4TAoP0f9OuWZUesao43xUW', 'id': '4TAoP0f9OuWZUesao43xUW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7539239e9e875caf1e7a7ed9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747539239e9e875caf1e7a7ed9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787539239e9e875caf1e7a7ed9', 'width': 160}], 'name': 'Mr Eazi', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:4TAoP0f9OuWZUesao43xUW'}",4TAoP0f9OuWZUesao43xUW,71,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']",Overload,31,2018-05-23,0.89,0.805,2.0,-6.331,1.0,0.142,0.034,0.00733,0.0461,0.781,117.952,audio_features,4XjX2pKGZw8CQ2mWakSK1Q,spotify:track:4XjX2pKGZw8CQ2mWakSK1Q,https://api.spotify.com/v1/tracks/4XjX2pKGZw8CQ2mWakSK1Q,https://api.spotify.com/v1/audio-analysis/4XjX2pKGZw8CQ2mWakSK1Q,148026.0,4.0,afrobeats
3eUtS9smqpgRtVLHDcUyFX,Obia Wone Master,Yaa Pono,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1oqHoNJGPx78BetdO5jMFs'}, 'followers': {'href': None, 'total': 14379}, 'genres': ['azonto', 'azontobeats', 'ghanaian pop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/1oqHoNJGPx78BetdO5jMFs', 'id': '1oqHoNJGPx78BetdO5jMFs', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd906204b6df3bc7acbd36548', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d906204b6df3bc7acbd36548', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d906204b6df3bc7acbd36548', 'width': 160}], 'name': 'Yaa Pono', 'popularity': 24, 'type': 'artist', 'uri': 'spotify:artist:1oqHoNJGPx78BetdO5jMFs'}",1oqHoNJGPx78BetdO5jMFs,24,"['azonto', 'azontobeats', 'ghanaian pop', 'hiplife']",Obia Wone Master,28,2018-03-26,0.936,0.674,2.0,-3.575,1.0,0.229,0.216,0.0,0.0671,0.944,104.987,audio_features,3eUtS9smqpgRtVLHDcUyFX,spotify:track:3eUtS9smqpgRtVLHDcUyFX,https://api.spotify.com/v1/tracks/3eUtS9smqpgRtVLHDcUyFX,https://api.spotify.com/v1/audio-analysis/3eUtS9smqpgRtVLHDcUyFX,236769.0,4.0,afrobeats
3lOpBZlFYGovHDIMY98W1L,Halima,DJ Jimmy Jatt,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1ZwLoNSj1T8R4D303zVVMp'}, 'followers': {'href': None, 'total': 18034}, 'genres': ['afro dancehall', 'afropop', 'nigerian hip hop'], 'href': 'https://api.spotify.com/v1/artists/1ZwLoNSj1T8R4D303zVVMp', 'id': '1ZwLoNSj1T8R4D303zVVMp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273912cb75957b003d0c43587e2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02912cb75957b003d0c43587e2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851912cb75957b003d0c43587e2', 'width': 64}], 'name': 'DJ Jimmy Jatt', 'popularity': 31, 'type': 'artist', 'uri': 'spotify:artist:1ZwLoNSj1T8R4D303zVVMp'}",1ZwLoNSj1T8R4D303zVVMp,31,"['afro dancehall', 'afropop', 'nigerian hip hop']",Halima,21,2018-05-01,0.855,0.668,2.0,-4.996,1.0,0.0849,0.348,0.0,0.147,0.863,104.988,audio_features,3lOpBZlFYGovHDIMY98W1L,spotify:track:3lOpBZlFYGovHDIMY98W1L,https://api.spotify.com/v1/tracks/3lOpBZlFYGovHDIMY98W1L,https://api.spotify.com/v1/audio-analysis/3lOpBZlFYGovHDIMY98W1L,203468.0,4.0,afrobeats
2xutEGw3TOrvSTKj076qOz,Summa Dis Summa Dat - Afrohouse Remix,MzVee,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5KaayuYfGzUkFP7PfrwVu9'}, 'followers': {'href': None, 'total': 52843}, 'genres': ['azontobeats'], 'href': 'https://api.spotify.com/v1/artists/5KaayuYfGzUkFP7PfrwVu9', 'id': '5KaayuYfGzUkFP7PfrwVu9', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb363a0e8ba7e125b4835ccc5d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174363a0e8ba7e125b4835ccc5d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178363a0e8ba7e125b4835ccc5d', 'width': 160}], 'name': 'MzVee', 'popularity': 36, 'type': 'artist', 'uri': 'spotify:artist:5KaayuYfGzUkFP7PfrwVu9'}",5KaayuYfGzUkFP7PfrwVu9,36,['azontobeats'],Summa Dis Summa Dat (Afrohouse Remix),5,2018-06-23,0.931,0.739,1.0,-5.535,0.0,0.0643,0.0623,0.0,0.0571,0.226,120.04,audio_features,2xutEGw3TOrvSTKj076qOz,spotify:track:2xutEGw3TOrvSTKj076qOz,https://api.spotify.com/v1/tracks/2xutEGw3TOrvSTKj076qOz,https://api.spotify.com/v1/audio-analysis/2xutEGw3TOrvSTKj076qOz,180500.0,4.0,afrobeats
4EPFYdV40YkIlCIpEGAB9D,Gringo,Shatta Wale,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/42q0rYXtR561ypg1Fcw1PI'}, 'followers': {'href': None, 'total': 135714}, 'genres': ['afro dancehall', 'azonto', 'azontobeats', 'ghanaian pop'], 'href': 'https://api.spotify.com/v1/artists/42q0rYXtR561ypg1Fcw1PI', 'id': '42q0rYXtR561ypg1Fcw1PI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7bd706881e7d739d32bafb43', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747bd706881e7d739d32bafb43', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787bd706881e7d739d32bafb43', 'width': 160}], 'name': 'Shatta Wale', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:42q0rYXtR561ypg1Fcw1PI'}",42q0rYXtR561ypg1Fcw1PI,57,"['afro dancehall', 'azonto', 'azontobeats', 'ghanaian pop']",Gringo,17,2018-04-27,0.693,0.852,0.0,-1.842,1.0,0.344,0.833,0.0,0.277,0.965,100.477,audio_features,4EPFYdV40YkIlCIpEGAB9D,spotify:track:4EPFYdV40YkIlCIpEGAB9D,https://api.spotify.com/v1/tracks/4EPFYdV40YkIlCIpEGAB9D,https://api.spotify.com/v1/audio-analysis/4EPFYdV40YkIlCIpEGAB9D,103747.0,4.0,afrobeats
6MWouwBoIdZirGG2ZXQ1zQ,Boys Kasa,R2Bees,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LFsP7WPfu5inz9a1amcE4'}, 'followers': {'href': None, 'total': 94628}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/0LFsP7WPfu5inz9a1amcE4', 'id': '0LFsP7WPfu5inz9a1amcE4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42f0b7e5c0068e335f113ed2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442f0b7e5c0068e335f113ed2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842f0b7e5c0068e335f113ed2', 'width': 160}], 'name': 'R2Bees', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:0LFsP7WPfu5inz9a1amcE4'}",0LFsP7WPfu5inz9a1amcE4,52,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife']",Boys Kasa,31,2018-10-16,0.606,0.516,8.0,-4.498,0.0,0.412,0.142,1.06e-06,0.0545,0.727,65.224,audio_features,6MWouwBoIdZirGG2ZXQ1zQ,spotify:track:6MWouwBoIdZirGG2ZXQ1zQ,https://api.spotify.com/v1/tracks/6MWouwBoIdZirGG2ZXQ1zQ,https://api.spotify.com/v1/audio-analysis/6MWouwBoIdZirGG2ZXQ1zQ,281360.0,5.0,afrobeats
7qIbHDK3YStkaL9yPrkhB4,Badder,D-Black,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1YCN7ZcxMajJ44nCjpf7gB'}, 'followers': {'href': None, 'total': 19232}, 'genres': ['azonto', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/1YCN7ZcxMajJ44nCjpf7gB', 'id': '1YCN7ZcxMajJ44nCjpf7gB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb45b339f029cc76c97ed0b994', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517445b339f029cc76c97ed0b994', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17845b339f029cc76c97ed0b994', 'width': 160}], 'name': 'D-Black', 'popularity': 37, 'type': 'artist', 'uri': 'spotify:artist:1YCN7ZcxMajJ44nCjpf7gB'}",1YCN7ZcxMajJ44nCjpf7gB,37,"['azonto', 'hiplife']",Badder,13,2018-04-23,0.964,0.494,10.0,-12.213,1.0,0.137,0.345,0.00453,0.0559,0.969,107.002,audio_features,7qIbHDK3YStkaL9yPrkhB4,spotify:track:7qIbHDK3YStkaL9yPrkhB4,https://api.spotify.com/v1/tracks/7qIbHDK3YStkaL9yPrkhB4,https://api.spotify.com/v1/audio-analysis/7qIbHDK3YStkaL9yPrkhB4,160026.0,4.0,afrobeats
19CsnqxGXGvptY6v4NWvk8,Love Struck (feat. Tiwa Savage & Mr Eazi),WSTRN,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5nSAh3wlH7VaqpnkiMjzDs'}, 'followers': {'href': None, 'total': 262219}, 'genres': ['afroswing', 'uk hip hop'], 'href': 'https://api.spotify.com/v1/artists/5nSAh3wlH7VaqpnkiMjzDs', 'id': '5nSAh3wlH7VaqpnkiMjzDs', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2692045cd7e6f5e39bf4c9fa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742692045cd7e6f5e39bf4c9fa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782692045cd7e6f5e39bf4c9fa', 'width': 160}], 'name': 'WSTRN', 'popularity': 63, 'type': 'artist', 'uri': 'spotify:artist:5nSAh3wlH7VaqpnkiMjzDs'}",5nSAh3wlH7VaqpnkiMjzDs,63,"['afroswing', 'uk hip hop']",Love Struck (feat. Tiwa Savage & Mr Eazi),32,2018-03-23,0.769,0.648,9.0,-6.045,0.0,0.0772,0.543,0.0,0.174,0.819,101.079,audio_features,19CsnqxGXGvptY6v4NWvk8,spotify:track:19CsnqxGXGvptY6v4NWvk8,https://api.spotify.com/v1/tracks/19CsnqxGXGvptY6v4NWvk8,https://api.spotify.com/v1/audio-analysis/19CsnqxGXGvptY6v4NWvk8,214374.0,4.0,afrobeats
5YNz5ksGAcGM9BVB80jM9M,Aza,DMW,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6DmouQfvRZ2y9auxK3DjuI'}, 'followers': {'href': None, 'total': 34777}, 'genres': ['afropop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/6DmouQfvRZ2y9auxK3DjuI', 'id': '6DmouQfvRZ2y9auxK3DjuI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ac1d579b4847b71509195abd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ac1d579b4847b71509195abd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ac1d579b4847b71509195abd', 'width': 64}], 'name': 'DMW', 'popularity': 37, 'type': 'artist', 'uri': 'spotify:artist:6DmouQfvRZ2y9auxK3DjuI'}",6DmouQfvRZ2y9auxK3DjuI,37,"['afropop', 'nigerian pop']",Aza,0,2018-08-20,0.695,0.64,5.0,-4.002,0.0,0.0539,0.192,0.0,0.54,0.792,108.932,audio_features,5YNz5ksGAcGM9BVB80jM9M,spotify:track:5YNz5ksGAcGM9BVB80jM9M,https://api.spotify.com/v1/tracks/5YNz5ksGAcGM9BVB80jM9M,https://api.spotify.com/v1/audio-analysis/5YNz5ksGAcGM9BVB80jM9M,224627.0,4.0,afrobeats
0z5D77moSgBkYr529VORmi,Vybe,Cuppy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/12BjfR9LIzpDecdcMGvu7f'}, 'followers': {'href': None, 'total': 68456}, 'genres': ['afropop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/12BjfR9LIzpDecdcMGvu7f', 'id': '12BjfR9LIzpDecdcMGvu7f', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe425df138f560d1932ed3b68', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e425df138f560d1932ed3b68', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e425df138f560d1932ed3b68', 'width': 160}], 'name': 'Cuppy', 'popularity': 41, 'type': 'artist', 'uri': 'spotify:artist:12BjfR9LIzpDecdcMGvu7f'}",12BjfR9LIzpDecdcMGvu7f,41,"['afropop', 'nigerian pop']",Vybe,20,2018-03-30,0.824,0.749,4.0,-5.244,0.0,0.11,0.00909,0.00523,0.0597,0.626,104.993,audio_features,0z5D77moSgBkYr529VORmi,spotify:track:0z5D77moSgBkYr529VORmi,https://api.spotify.com/v1/tracks/0z5D77moSgBkYr529VORmi,https://api.spotify.com/v1/audio-analysis/0z5D77moSgBkYr529VORmi,204617.0,4.0,afrobeats
4iYl2AXv7QblaJlN9i6cIJ,Fine Girl,MC Galaxy,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Bpku7CkLZ3Bv9AR03MX9B'}, 'followers': {'href': None, 'total': 21774}, 'genres': ['nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/0Bpku7CkLZ3Bv9AR03MX9B', 'id': '0Bpku7CkLZ3Bv9AR03MX9B', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb10e0f46ba2c2ddca704a0137', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517410e0f46ba2c2ddca704a0137', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17810e0f46ba2c2ddca704a0137', 'width': 160}], 'name': 'MC Galaxy', 'popularity': 29, 'type': 'artist', 'uri': 'spotify:artist:0Bpku7CkLZ3Bv9AR03MX9B'}",0Bpku7CkLZ3Bv9AR03MX9B,29,['nigerian pop'],Fine Girl,29,2018-04-05,0.878,0.866,0.0,-2.893,1.0,0.109,0.282,8.23e-05,0.0987,0.849,104.947,audio_features,4iYl2AXv7QblaJlN9i6cIJ,spotify:track:4iYl2AXv7QblaJlN9i6cIJ,https://api.spotify.com/v1/tracks/4iYl2AXv7QblaJlN9i6cIJ,https://api.spotify.com/v1/audio-analysis/4iYl2AXv7QblaJlN9i6cIJ,209162.0,4.0,afrobeats
0XTEO0aGLsMXsg5LFhR8ff,Bobo,Mayorkun,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3DNCUaKdMZcMVJIS7yTskd'}, 'followers': {'href': None, 'total': 434284}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/3DNCUaKdMZcMVJIS7yTskd', 'id': '3DNCUaKdMZcMVJIS7yTskd', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1b2ebe6e611b0cbeeb58e3b3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741b2ebe6e611b0cbeeb58e3b3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781b2ebe6e611b0cbeeb58e3b3', 'width': 160}], 'name': 'Mayorkun', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:3DNCUaKdMZcMVJIS7yTskd'}",3DNCUaKdMZcMVJIS7yTskd,58,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop']",Bobo,0,2018-03-26,0.767,0.834,10.0,-3.885,0.0,0.0686,0.131,1.31e-06,0.0529,0.87,103.999,audio_features,0XTEO0aGLsMXsg5LFhR8ff,spotify:track:0XTEO0aGLsMXsg5LFhR8ff,https://api.spotify.com/v1/tracks/0XTEO0aGLsMXsg5LFhR8ff,https://api.spotify.com/v1/audio-analysis/0XTEO0aGLsMXsg5LFhR8ff,212924.0,4.0,afrobeats
0UyqB29vUuveKq8ftX7tLD,I Know,Sarkodie,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/01DTVE3KmoPogPZaOvMqO8'}, 'followers': {'href': None, 'total': 251399}, 'genres': ['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/01DTVE3KmoPogPZaOvMqO8', 'id': '01DTVE3KmoPogPZaOvMqO8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd15432e0aded2368e37bda5e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d15432e0aded2368e37bda5e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d15432e0aded2368e37bda5e', 'width': 160}], 'name': 'Sarkodie', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:01DTVE3KmoPogPZaOvMqO8'}",01DTVE3KmoPogPZaOvMqO8,57,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'hiplife']",I Know,18,2019-01-24,0.763,0.772,8.0,-4.264,1.0,0.127,0.643,0.0,0.12,0.9,105.955,audio_features,0UyqB29vUuveKq8ftX7tLD,spotify:track:0UyqB29vUuveKq8ftX7tLD,https://api.spotify.com/v1/tracks/0UyqB29vUuveKq8ftX7tLD,https://api.spotify.com/v1/audio-analysis/0UyqB29vUuveKq8ftX7tLD,187925.0,4.0,afrobeats
68BSA5lObZo0IiOvYUQXmg,Burn,KCee,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7KiINhQdLAupkwvJ0EelGG'}, 'followers': {'href': None, 'total': 81622}, 'genres': ['afro dancehall', 'afropop', 'azontobeats', 'igbo pop', 'nigerian pop'], 'href': 'https://api.spotify.com/v1/artists/7KiINhQdLAupkwvJ0EelGG', 'id': '7KiINhQdLAupkwvJ0EelGG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebce7f6d4744b323264d3a146f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ce7f6d4744b323264d3a146f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ce7f6d4744b323264d3a146f', 'width': 160}], 'name': 'KCee', 'popularity': 42, 'type': 'artist', 'uri': 'spotify:artist:7KiINhQdLAupkwvJ0EelGG'}",7KiINhQdLAupkwvJ0EelGG,42,"['afro dancehall', 'afropop', 'azontobeats', 'igbo pop', 'nigerian pop']",Burn,0,2018-02-08,0.557,0.797,7.0,-4.757,1.0,0.0784,0.101,0.0,0.142,0.823,103.076,audio_features,68BSA5lObZo0IiOvYUQXmg,spotify:track:68BSA5lObZo0IiOvYUQXmg,https://api.spotify.com/v1/tracks/68BSA5lObZo0IiOvYUQXmg,https://api.spotify.com/v1/audio-analysis/68BSA5lObZo0IiOvYUQXmg,207543.0,4.0,afrobeats
73TGA4PH47yvQZwl0Mcwer,Master Key,Samini,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/10Cql6DpInZY5O6TBw2m4l'}, 'followers': {'href': None, 'total': 48009}, 'genres': ['afro dancehall', 'azonto', 'ghanaian pop', 'highlife', 'hiplife'], 'href': 'https://api.spotify.com/v1/artists/10Cql6DpInZY5O6TBw2m4l', 'id': '10Cql6DpInZY5O6TBw2m4l', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb23ed5a013fbfeeaeec146355', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517423ed5a013fbfeeaeec146355', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17823ed5a013fbfeeaeec146355', 'width': 160}], 'name': 'Samini', 'popularity': 34, 'type': 'artist', 'uri': 'spotify:artist:10Cql6DpInZY5O6TBw2m4l'}",10Cql6DpInZY5O6TBw2m4l,34,"['afro dancehall', 'azonto', 'ghanaian pop', 'highlife', 'hiplife']",Master Key,30,2018-11-14,0.698,0.751,10.0,-5.937,1.0,0.0382,0.131,0.0,0.0962,0.894,104.979,audio_features,73TGA4PH47yvQZwl0Mcwer,spotify:track:73TGA4PH47yvQZwl0Mcwer,https://api.spotify.com/v1/tracks/73TGA4PH47yvQZwl0Mcwer,https://api.spotify.com/v1/audio-analysis/73TGA4PH47yvQZwl0Mcwer,180036.0,4.0,afrobeats
1TVbFZoD8zqf6b2xycRvqf,My Level,Shatta Wale,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/42q0rYXtR561ypg1Fcw1PI'}, 'followers': {'href': None, 'total': 135714}, 'genres': ['afro dancehall', 'azonto', 'azontobeats', 'ghanaian pop'], 'href': 'https://api.spotify.com/v1/artists/42q0rYXtR561ypg1Fcw1PI', 'id': '42q0rYXtR561ypg1Fcw1PI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7bd706881e7d739d32bafb43', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747bd706881e7d739d32bafb43', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787bd706881e7d739d32bafb43', 'width': 160}], 'name': 'Shatta Wale', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:42q0rYXtR561ypg1Fcw1PI'}",42q0rYXtR561ypg1Fcw1PI,57,"['afro dancehall', 'azonto', 'azontobeats', 'ghanaian pop']",My Level,35,2018-09-09,0.75,0.656,3.0,-8.915,1.0,0.262,0.279,2.65e-06,0.153,0.934,106.928,audio_features,1TVbFZoD8zqf6b2xycRvqf,spotify:track:1TVbFZoD8zqf6b2xycRvqf,https://api.spotify.com/v1/tracks/1TVbFZoD8zqf6b2xycRvqf,https://api.spotify.com/v1/audio-analysis/1TVbFZoD8zqf6b2xycRvqf,164378.0,4.0,afrobeats
